,dipole_smiles,G_act_min,G_act_mean,G_act_st_dev,G_r_min,G_r_mean,G_r_std_dev
27,C[CH-][O+]=C(C(C)=O)c1ccccc1,2.3549004,12.97091171304348,6.089523373339231,-55.165142,-36.90067440913043,12.868396703645928
28,C[C-](C#N)[N+](C)=Cc1ccccc1,-0.96118486,14.690706863809524,5.543529342893697,-39.65982,-27.360688190476193,5.442885497619729
29,COC(=O)C(=[O+][CH-]c1ccccc1)C(=O)OC,6.2505045,12.028159609523811,3.102839319481122,-47.63376,-31.332188714285714,7.0297625279805604
30,C[N-][NH+]=C(C)C(=O)OC,14.116486,26.71159938095238,4.449702261322767,-20.52835,-5.7771417000000005,6.365200770366388
31,CNC(=O)C(C)=[N+](C)[C-](C#N)C(=O)NC,21.616352,31.528750666666664,5.129117837844959,-32.23039,-16.217191990476188,7.512466120393412
32,C[N-][N+](C)=C(C(C)=O)C(=O)NC,18.75944,29.679288449999994,4.778946101140098,-22.133202,-6.93802894,6.549705928817944
33,COC(=O)C(=[O+][N-]C#N)C(=O)OC,2.5778718,8.492015133333332,2.772527388073485,-54.549904,-40.257562523809526,7.727539648258374
34,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(=O)OC)c1ccccc1,27.261032,37.83210147368422,5.9766767217395005,-28.79256,-11.711792630526318,7.298512722788272
35,N#CC(C#N)=[NH+][N-]c1ccccc1,21.9605,26.181114411764703,2.5876760227457973,-15.864069,-4.917834594705884,4.865859665173821
36,CC(C)=[N+](C)[C-](C)C#N,6.4661264,22.260399923809526,5.6027369758203305,-36.55653,-22.009431952380957,6.5241314005788205
37,C[CH-][NH+]=C(C)C(=O)NC,-0.21575436,15.788162859047615,6.091005598278257,-37.193935,-22.41447585714286,5.9428370035273845
38,CC(=O)[CH-][NH+]=C(C(C)=O)c1ccccc1,12.641138,24.146459285714283,4.282399054660671,-22.051899,-7.875506700000001,6.247589533306619
39,CNC(=O)C=[NH+][CH-]C#N,5.774157,18.031678976190477,4.091130653333124,-35.884327,-22.34380914285714,5.733727606449894
40,CC(C)=[O+][C-](C)C#N,1.476643,12.959271626086958,6.562558428337982,-61.09496,-42.15148006521739,13.419753037336113
41,CNC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)C(=O)NC,13.031763,22.74655214285714,4.179457544867363,-48.79844,-29.869695571428572,8.53520330903175
42,COC(=O)[C-](C(=O)OC)[N+](C)=C(c1ccccc1)c1ccccc1,35.42719,44.269359538461536,4.581864919405319,-16.53253,-3.003750173076923,5.399694487789795
43,C[N-][NH+]=C(C(=O)NC)C(=O)OC,19.043432,28.35045735294117,3.495506671150889,-17.853052,-4.946719974117649,5.07274465164263
44,CNC(=O)C(C#N)=[O+][N-]C#N,0.31632474,5.91566495904762,2.700323645307992,-53.885925,-40.67834471428571,7.257230951611587
45,CNC(=O)[N-][NH+]=C(C#N)c1ccccc1,24.019773,30.756536333333333,3.0098691707847487,-17.814434,-4.988254981111111,5.4464919452352065
46,CNC(=O)C(=[O+][C-](C(=O)NC)c1ccccc1)c1ccccc1,4.168169,15.1537124375,5.479662816231962,-57.957405,-37.35055218749999,14.059235828713675
47,CNC(=O)C(C)=[NH+][C-](C(=O)NC)C(=O)OC,14.5401325,26.70171754761904,4.921796329340507,-29.64503,-12.499710479047618,7.387943961687498
48,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)C(=O)NC,27.819431,38.81565755,5.834620635389628,-28.250952,-10.724581825,7.353864074645817
49,COC(=O)C(C#N)=[NH+][C-](C)C,17.068954,28.37971305882353,4.572354317021872,-14.609248,-3.3965408952941183,4.492832184053112
50,C[N+](=C(C#N)C#N)[C-](c1ccccc1)c1ccccc1,29.031534,36.78902026666666,4.490199905169105,-16.979856,-4.972059369999999,5.465038858200797
51,COC(=O)[C-](C(C)=O)[N+](C)=C(C#N)c1ccccc1,22.90681,33.16364905,5.602692276741541,-27.951168,-11.314367229999998,7.338343259503898
