,dipole_smiles,G_act_min,G_act_mean,G_act_st_dev,G_r_min,G_r_mean,G_r_std_dev
372,COC(=O)C=[O+][CH-]C(=O)OC,4.779205,11.22760925,4.644084578575868,-63.71038,-49.53955071875,11.373525307250652
373,COC(=O)[C-](C(=O)OC)[N+](C)=CC#N,13.156349,22.55023066666667,3.914284234514508,-32.772995,-17.87295710952381,6.642640504826032
374,CC(=[O+][C-](C#N)c1ccccc1)c1ccccc1,5.0174594,15.046449709523808,3.53783297759844,-48.23484,-30.74657880952381,7.57642389335481
375,CNC(=O)[C-](C(=O)NC)[N+](C)=CC(C)=O,12.805639,26.155962714285714,4.616641577742463,-35.582024,-20.537809476190475,6.79154876184364
376,CNC(=O)C(=[NH+][C-](C)C(C)=O)C(C)=O,17.477953,27.99548466666667,4.721089472520981,-24.589218,-8.319876167619048,7.185544914760192
377,CC(=O)[CH-][NH+]=C(C#N)C(C)=O,15.44591,22.03255095238095,3.6254855358579277,-20.997274,-7.839750223809524,6.248875650675061
378,CNC(=O)[N-][O+]=C(C(C)=O)C(=O)NC,8.865919,14.919883857142858,2.4219433504579646,-54.29945,-40.37505471428572,7.139229244399847
379,C[CH-][NH+]=C(C#N)C(=O)NC,10.638193,22.21988904761905,4.867928435309506,-22.285233,-9.32093933238095,5.619290123941696
380,CN=[O+][N-]C,12.865048,21.14185213333333,3.994731422881963,-51.713604,-38.88229273333333,6.563843032364798
381,CC(=O)[N-][NH+]=C(C#N)C#N,19.68667,24.229055666666664,3.206879502262633,-22.22536,-8.904553785714286,6.73272275933941
382,CNC(=O)C(=[NH+][C-](C)C#N)C(=O)NC,9.784973,21.317331428571435,4.185608329774808,-33.450417,-17.91118491904762,6.766261506824642
383,CNC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)c1ccccc1,16.206654,30.795890842105266,6.032043517401483,-24.99258,-8.529375673684209,6.919786832698926
384,CC(=O)C(C)=[NH+][N-]C#N,20.245956,25.65553544444444,3.457465798523762,-17.326105,-5.036286402222223,5.489077412981418
385,COC(=O)C(C)=[O+][C-](C(=O)OC)c1ccccc1,5.2639465,14.258145738095239,3.1628820685006795,-55.63932,-38.97239695238096,7.013992958313876
386,CC=[NH+][C-](C(C)=O)C(C)=O,14.328932,24.08673105263158,4.5641502399932685,-17.74548,-5.034985887894736,4.934460123429706
387,CNC(=O)[C-](C#N)[NH+]=C(C#N)c1ccccc1,16.079943,24.302618047619042,3.9365058105543485,-23.381126,-9.457120097619049,6.777485997561295
388,COC(=O)[C-](C(=O)OC)[N+](C)=C(C#N)c1ccccc1,19.20457,28.01228561904762,4.726945527181718,-34.077568,-17.058053133333335,8.005441149750892
389,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C#N)C#N,19.50867,25.782670809523808,4.261589895247401,-30.47522,-15.649270938095238,7.0879515095512815
390,CNC(=O)[CH-][NH+]=C(C)C#N,4.5199594,18.142340828571427,4.752834607389142,-34.90285,-20.26946128571429,6.2413561406525515
391,CNC(=O)[C-](C#N)[O+]=C(C(C)=O)C(=O)OC,3.848751,8.36340995714286,2.953207868970382,-55.657753,-40.50514814285715,7.262352848263132
392,CNC(=O)C(=[NH+][C-](C(C)=O)c1ccccc1)C(=O)NC,18.065163,28.316039285714282,4.672140029655802,-27.638287,-10.508784090476189,7.615893496070629
393,COC(=O)C(=[O+][C-](C(=O)OC)c1ccccc1)c1ccccc1,5.6943474,14.039706560000003,3.2562449083172282,-55.70652,-38.70614666666667,8.62532943017971
394,CNC(=O)C(C(=O)OC)=[N+](C)[NH-],19.961735,29.58161876190476,4.576616695270818,-23.76032,-9.071639868095238,6.965998482892021
395,CNC(=O)C=[N+](C)[N-]C(=O)OC,17.210644,24.874272571428573,3.494499651835203,-28.681515,-14.558163657142856,6.278061958769877
396,CC(=O)[C-](C#N)[O+]=C(C)c1ccccc1,12.888026,21.14096876190476,4.394253866632911,-36.928646,-20.173243847619048,7.546362142438814
397,CC(=O)C(=[NH+][CH-]C#N)C(C)=O,14.385935,21.976324904761903,4.124688588856061,-24.11377,-9.916313313333333,6.282192034650715
398,COC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)C(C)=O,21.555975,29.702700428571422,4.883455680021603,-36.67669,-17.218480276190473,8.35896169232976
399,CNC(=O)C=[N+](C)[C-](C)C,4.469674,20.58812735714286,6.045025866454,-37.139935,-23.02163923809524,5.831473074785538
400,CNC(=O)[CH-][O+]=C(C)C(=O)OC,1.7666883,11.154840865217391,5.9193427242977394,-62.584248,-44.919143652173915,12.858248581401243
401,CNC(=O)C(=[O+][CH-]C#N)C(=O)OC,4.2826834,9.798303352173914,6.359102373184421,-60.385902,-43.22349918695653,14.124983375826234
402,CNC(=O)[CH-][O+]=C(C(=O)NC)C(=O)NC,1.5259831,9.35611621304348,5.7784353123191785,-62.337597,-44.74064530434783,12.894268115151831
403,CNC(=O)C(=[O+][C-](C)c1ccccc1)c1ccccc1,3.6144786,15.370817576190477,4.037493116014149,-55.539783,-35.98552538095238,8.361294101439624
404,COC(=O)C(=[NH+][C-](C)C(C)=O)C(=O)OC,16.264112,25.864397619047622,4.344050998099371,-25.611261,-8.973877364761906,7.37950356000858
405,COC(=O)C(=[O+][N-]C(C)=O)c1ccccc1,7.0975494,13.263991899999999,2.86975170470897,-47.08074,-32.416716047619055,7.279851805369037
406,CNC(=O)C(=[O+][C-](C#N)c1ccccc1)C(=O)OC,7.366207,12.261334904761904,2.746504222846306,-53.57644,-37.03988076190477,7.453651413218329
407,CNC(=O)C=[O+][C-](C#N)C#N,1.4513792,8.534625834782608,6.3393812019504026,-56.57649,-39.37535575,14.2297246469672
408,COC(=O)C(=[NH+][C-](C(C)=O)c1ccccc1)C(C)=O,23.294077,30.623847375000004,4.792636195246979,-20.090185,-5.181351372500001,5.924843950812282
409,CNC(=O)C(C)=[N+](C)[N-]C(=O)OC,21.922474,29.765444238095238,4.360162704894818,-23.742908,-8.440130724285714,6.51212250791455
410,[O-][NH+]=Cc1ccccc1,16.975307,26.904995352941178,3.325417147574965,-5.599367,-0.41856129999999975,2.9895937559439347
411,CC(=O)C(C)=[NH+][C-](c1ccccc1)c1ccccc1,17.073853,32.43698910526315,5.969448859800476,-21.746487,-6.434780306842106,6.490902875108467
412,CNC(=O)C(C#N)=[N+](C)[CH-]C#N,11.909501,19.945072238095236,3.7039309134057685,-32.0448,-18.965167838095244,6.186388224686799
413,COC(=O)[N-][N+](C)=C(C#N)C(=O)OC,15.228554,20.11221157142857,3.023252892922895,-27.661108,-12.45803901904762,7.0292986734763465
414,COC(=O)C(C)=[N+](C)[N-]c1ccccc1,15.201671,26.462034952380957,4.385293723290031,-24.562914,-9.445821262380953,6.618478960648049
415,[CH2-][O+]=C(C)C,-6.320907,7.326649538695653,6.282111460385296,-73.91389,-57.4604497826087,12.79310748829846
416,CNC(=O)C(=[O+][N-]C#N)C(C)=O,3.2411644,9.22881308095238,2.7245667798242574,-52.143818,-38.735599523809526,7.430719286146939
417,CNC(=O)[N-][NH+]=C(C(C)=O)c1ccccc1,23.294052,31.266529,3.697940918609656,-18.774286,-5.534206023529411,5.3224536986825814
418,COC(=O)C(=[O+][C-](C)c1ccccc1)C(C)=O,13.2181,21.123626404761907,4.37623187373112,-42.27247,-24.15641757142857,7.698861350267334
419,CNC(=O)[C-]([O+]=C(C(C)=O)C(C)=O)C(=O)OC,6.961047,11.36145986190476,2.839670581600428,-55.604595,-39.91585438095238,7.136923757269477
420,COC(=O)[C-]([NH+]=C(C)C)c1ccccc1,10.040388,25.19307428571428,5.5071775135442484,-25.562168,-9.585069677619048,6.753115916241458
421,CNC(=O)[CH-][N+](C)=C(C(C)=O)C(=O)OC,16.91029,26.503784523809518,5.565377198201408,-30.666641,-14.855445466666668,6.94985468360921
422,C[CH-][N+](C)=C(C(=O)NC)C(=O)OC,15.452316,29.122404619047625,5.975435421091082,-25.13374,-10.175435633333331,6.491945891281089
423,CNC(=O)C(C)=[O+][N-]C#N,7.845301,14.669845071428572,3.392962556799051,-40.013092,-25.329872809523813,7.108493971821314
424,CC(=O)[C-](c1ccccc1)[N+](C)=C(C)c1ccccc1,28.234516,40.33719152631579,5.955426073918561,-22.228352,-7.004856797894737,6.800896077798712
425,C=[O+][CH-]C(=O)OC,0.6727806,10.017616482608696,5.381156376895857,-66.701355,-52.10524721739128,12.419595796534438
426,C[N-][O+]=C(C)c1ccccc1,3.5563436,14.44025095238095,4.144291519365276,-47.760902,-32.85865509523809,6.594673592722113
427,C[C-](C#N)[N+](C)=C(C#N)c1ccccc1,8.56241,21.03016535714286,4.396542066765247,-35.45028,-21.1790310952381,6.748393858146098
428,CNC(=O)C(=[O+][C-](C(C)=O)C(=O)OC)C(=O)NC,6.519578,13.07630344347826,7.3970664116271285,-58.286053,-38.6821787347826,15.033134551031289
429,C=[O+][C-](C(C)=O)c1ccccc1,0.9400452,10.184093127272725,5.405732480848704,-53.4959,-38.469699299999995,11.081125847043799
430,CC(C#N)=[N+](C)[N-]C#N,15.424954,21.609294190476184,3.4335153443704263,-20.736729,-7.969674545714285,6.236771907535078
431,CNC(=O)C(C#N)=[NH+][C-](C(C)=O)c1ccccc1,16.636164,25.50901133333333,4.232931481319599,-23.096983,-8.491112265238097,6.986861030983413
432,CC(=O)C(C)=[N+](C)[N-]c1ccccc1,15.42354,26.72429776190476,4.417330199246847,-22.305729,-7.809489209523809,6.5719893774081495
433,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(C)=O)c1ccccc1,23.78773,35.65244204761904,6.114842297199172,-33.648365,-15.75459010857143,8.916932305295886
434,CNC(=O)C(C)=[O+][N-]c1ccccc1,8.526532,15.237687809523809,2.933865661334472,-46.98002,-32.259060857142856,6.651690896806634
435,CC(=O)[C-](C)[NH+]=C(C)C,9.736661,25.210450476190474,5.5800086739031025,-25.222927,-10.427161451428574,6.2140885774269945
436,CNC(=O)C(=[O+][C-](C#N)c1ccccc1)C(C)=O,9.006731,13.707119380952381,3.016166229809399,-50.35132,-34.067576380952374,7.495868190837067
437,CNC(=O)C(=[NH+][CH-]C(C)=O)C(=O)NC,12.174619,23.255327666666663,4.020183851494759,-28.966518,-13.732600809523806,6.569726156103673
438,CC(=O)C(C(C)=O)=[N+](C)[NH-],23.790354,30.195995944444444,3.9890294316303017,-18.045097,-5.55457515,5.546594241692701
439,CNC(=O)C(=[NH+][CH-]C(C)=O)c1ccccc1,10.44487,23.565724571428568,4.811009919262083,-25.08403,-10.630705080952378,6.065189968473475
440,C=[N+](C)[N-]C(=O)NC,13.275365,23.406217666666663,4.1015812301280254,-26.668753,-14.305527238095241,5.5863101637350985
441,CNC(=O)N=[NH+][O-],30.170218,34.303732352941175,1.9480010975893005,-10.382169,-2.9093663758823523,3.561435014880449
442,CNC(=O)C(C#N)=[N+](C)[C-](C(=O)NC)c1ccccc1,23.839489,33.52869409523809,5.423692640849765,-30.640015,-14.686583480952383,7.632686276444236
443,COC(=O)C=[N+](C)[C-](C#N)C#N,16.092249,22.274935761904764,3.4546504469564634,-28.214502,-14.236693523809524,6.37966057060836
444,C[N-][NH+]=CC(C)=O,13.314592,25.371597857142856,4.31913208730942,-20.942715,-7.959346219523809,5.5951515909414455
445,CC(=O)[N-][N+](C)=Cc1ccccc1,15.895882,25.20518714285715,4.247005529843908,-23.96573,-11.356417076190477,5.794569608019807
446,CNC(=O)C=[N+](C)[CH-]c1ccccc1,0.8933357,15.75283777142857,5.526310368795827,-39.52296,-27.267527333333327,5.255764180324592
447,C[C-](C)[O+]=C(C#N)C#N,10.866222,16.015159023809524,2.9066401600988234,-43.397846,-28.531018,6.783040186145354
448,CC(=O)C(C#N)=[NH+][C-](C(C)=O)c1ccccc1,19.10966,25.828107555555555,3.8713371970038253,-18.858068,-5.979342011111111,5.8068582526575
449,c1ccc(C(=[NH+][C-](c2ccccc2)c2ccccc2)c2ccccc2)cc1,23.302914,32.132581900000005,5.189095373309782,-21.417171,-7.274091328,6.718289332214499
450,C[N+](=Cc1ccccc1)[N-]C#N,15.12442,23.918243571428572,4.07398915745135,-18.677382,-7.209578892761904,5.548711940262848
451,COC(=O)C=[NH+][C-](C)C,6.4546103,21.686052633333333,5.858330468443256,-25.297016,-12.759695938095238,5.32370757576047
452,CNC(=O)[C-](C#N)[N+](C)=C(c1ccccc1)c1ccccc1,30.770382,41.21511355555555,5.7155468739168755,-19.187218,-4.426210294444443,6.306108603973125
453,CNC(=O)C=[N+](C)[C-](C(=O)NC)C(=O)NC,7.5842314,21.493850685714285,5.040711571105022,-41.494522,-26.56399861904762,6.450210833195048
454,COC(=O)C(C#N)=[NH+][C-](C(=O)OC)C(=O)OC,16.23656,22.169862857142853,3.6015305685171586,-26.233377,-10.792838995238096,7.356754935585291
455,CNC(=O)[C-]([NH+]=C(C(=O)OC)C(=O)OC)C(C)=O,17.385359,25.118300476190473,4.334007475965836,-28.22375,-10.915174728571428,7.867505000280654
456,C=[N+](C)[C-](C(C)=O)C(C)=O,12.494243,20.534474333333335,4.067673562017327,-26.901142,-13.081595385714287,5.970255794219056
457,CC=[NH+][C-](C(=O)NC)c1ccccc1,1.5966085,17.143464428571434,5.749512279782754,-30.488438,-15.130159666666666,6.084799978395466
458,CNC(=O)C=[O+][C-](C#N)C(=O)NC,1.7025658,7.724420891304347,6.282660594856099,-58.66526,-41.335089143478264,13.710760233871245
459,CC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(C)=O,6.9207087,13.285305913333334,3.304595910262459,-48.977066,-34.00996993333333,8.42794862606379
460,CNC(=O)C(C)=[N+](C)[C-](C(=O)NC)c1ccccc1,16.06489,31.00817552380952,5.892433557286987,-39.902958,-22.28071530952381,8.10465046597684
461,COC(=O)[C-](C#N)[NH+]=C(C#N)c1ccccc1,17.809233,24.641987299999997,3.8793772593947295,-21.565704,-7.8447478849999985,6.471880209175924
462,CNC(=O)C(=[NH+][C-](C(C)=O)c1ccccc1)c1ccccc1,17.392094,29.550035684210528,5.425865445514046,-24.298672,-9.057362206842106,6.4248673587585365
463,CNC(=O)C(=[O+][C-](C(=O)NC)C(=O)NC)C(C)=O,6.2121277,13.658156086956524,7.00334868064506,-57.76238,-37.82158308260869,14.543850647867206
464,CNC(=O)C(C#N)=[N+](C)[C-](C)C(=O)OC,19.707447,28.580916571428578,4.743058082742743,-31.889988,-16.21848864285714,7.164208429717978
465,C[N-][O+]=C(C(=O)OC)C(=O)OC,9.590895,13.88951673809524,1.935762503489191,-55.214466,-40.433832333333335,6.924359932086613
466,CC(=O)C(=[NH+][C-](C)C#N)C(C)=O,14.56003,23.08454771428572,4.147521095517647,-25.088554,-10.400100671142857,6.693932715142115
467,CC=[N+](C)[N-]c1ccccc1,8.416863,21.837377142857143,5.060485518563177,-25.918484,-12.561857019047617,5.657020843996478
468,CNC(=O)[N-][O+]=NC(C)=O,10.047872,14.957770928571428,2.2470343517884652,-62.67218,-51.01820819047618,5.5189977266235175
469,CC=[N+](C)[C-](C)C#N,0.32183892,15.717641472380949,5.596480248258916,-37.286148,-23.25339633333333,5.815180858303079
470,CNC(=O)C(C)=[O+][C-](C(=O)NC)C(=O)NC,4.718415,13.65755397826087,6.635932069750465,-60.751453,-40.65277220434782,13.492460580041461
471,[CH2-][N+](C)=CC(=O)OC,2.810931,16.436545519047616,4.961260470081491,-34.146473,-23.510709285714285,4.968874069953304
472,C[N-][NH+]=N,19.083342,29.626136722222213,3.6776551654430216,-12.221357,-2.538245774444444,3.792901856204495
473,CN=[O+][N-]c1ccccc1,8.115892,15.431528285714286,3.0054869563109428,-47.44212,-34.35541347619047,6.012743454284198
474,COC(=O)[N-][O+]=C(C(C)=O)C(=O)OC,3.8145072,9.622721747619046,2.7217299428804984,-57.547638,-43.21419733333333,7.393286451927318
475,CNC(=O)C(C#N)=[NH+][N-]C#N,18.73678,22.997485952380952,3.3979504508040215,-19.922146,-6.450244776190475,6.640723836285908
476,CC=[NH+][C-](C)C(C)=O,3.6070328,18.42039244285714,5.637441558214236,-24.563122,-11.686959533333335,5.212827528367744
477,C=[NH+][C-](C(=O)OC)c1ccccc1,3.2072043,16.221281014285715,4.990440305981316,-30.650574,-16.3055963,5.937160526139278
478,CC(=O)[C-](C)[O+]=CC#N,3.5544205,11.588164626086956,6.502095766079976,-59.32884,-42.80649188695653,13.019005015695924
479,CNC(=O)C=[N+](C)[C-](C(=O)NC)c1ccccc1,6.8087373,21.621479728571433,5.394806016806103,-39.841087,-23.986435571428572,6.713523970748704
480,COC(=O)C(=[NH+][CH-]C(C)=O)C(C)=O,16.643814,24.276509666666666,4.026002507628186,-24.015461,-8.427822766666665,6.768411984283278
481,COC(=O)C(C)=[N+](C)[C-](C(=O)OC)c1ccccc1,19.908674,32.069904428571434,5.593351853597435,-34.28767,-16.37189441142857,8.448981841514492
482,COC(=O)C=[O+][N-]C(C)=O,0.4591825,7.86215374090909,4.609559960419736,-55.171112,-40.99814775,11.627177160806836
483,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C(C)=O)C(C)=O,27.934711,37.77615368421052,5.866402365372457,-29.919458,-12.021600059999999,7.482434393060894
484,C[C-](C)[N+](C)=C(C#N)c1ccccc1,13.834053,28.24075180952381,5.462263633602361,-28.7794,-14.415389966666664,6.76362682248039
485,CNC(=O)[C-]([O+]=C(C)C#N)C(C)=O,7.288747,11.30292164761905,2.6114758908452997,-55.003624,-40.25656047619048,6.611780898005065
486,COC(=O)[CH-][NH+]=C(C)C#N,7.165169,19.110179761904764,3.979988604143521,-33.29841,-18.47694554285714,6.37272220292486
487,COC(=O)C=[N+](C)[N-]C(=O)OC,18.223427,24.66684428571428,3.072036891981591,-29.841375,-15.16990147142857,6.480511768622454
488,CC(=O)N=[NH+][O-],29.790964,32.85909675,2.1108528062018186,-13.333651,-5.658948375,4.450312830174348
489,C[N-][N+](C)=NC#N,22.881115,31.302806055555557,2.9723264518140446,-15.251889,-3.504794922627777,4.075849634996688
490,COC(=O)[N-][NH+]=C(c1ccccc1)c1ccccc1,26.205023,32.67454208333334,3.1636007613722943,-11.086653,-0.7086425338333334,4.530483662406243
491,CNC(=O)C(C#N)=[O+][CH-]C(C)=O,3.6214814,10.373097408695653,6.834752936141285,-55.818443,-39.3547878826087,14.118917474057952
492,COC(=O)[C-](c1ccccc1)[N+](C)=CC#N,9.42314,22.466102666666668,4.5103395098979115,-32.224148,-17.428372095238096,6.542645607582256
493,C[C-](C#N)[N+](C)=C(C#N)C#N,16.520185,23.48010428571429,4.249124723837889,-27.033834,-13.448430580952381,6.573859897107209
494,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)c1ccccc1,16.586033,29.027691809523805,5.532471631378001,-34.275368,-17.834738561904764,8.252218671344272
495,COC(=O)C(C#N)=[O+][O-],4.440117,7.413126523809524,2.0188381114558682,-47.046917,-33.496986285714286,6.784709088832049
496,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(=O)OC,12.287914,20.182109952380955,3.7428169693601294,-45.8408,-28.151036380952384,7.55310895192588
497,COC(=O)C(c1ccccc1)=[N+](C)[C-](c1ccccc1)c1ccccc1,29.757212,42.35105578947368,6.375577662508452,-24.064281,-7.2925848273684215,7.337072588689196
498,CNC(=O)C(=[O+][C-](C(=O)NC)c1ccccc1)C(=O)OC,9.051218,16.135222476190478,3.370726494049389,-54.147102,-36.14838452380952,7.830694156819691
499,CNC(=O)[N-][O+]=Cc1ccccc1,7.7992516,15.066955361904759,3.001284294150054,-42.642197,-29.17250157142857,6.369743809060265
500,CNC(=O)[C-](C)[O+]=CC#N,2.8511202,11.80581656521739,6.065005548915525,-62.172783,-44.632650478260864,12.780972690878746
501,CNC(=O)[C-]([NH+]=C(C#N)C(C)=O)c1ccccc1,19.01968,28.255827894736843,5.012611432264876,-19.392555,-5.671277201578947,6.136248730470733
502,COC(=O)C=[N+](C)[N-]C#N,16.286476,22.024463285714283,3.1053867191760376,-24.462833,-11.00127633809524,6.072896727538026
503,COC(=O)C(=[O+][C-](C#N)C(=O)OC)C(C)=O,4.419443,9.403906666666662,3.2184216577971774,-55.126717,-39.29425052380954,7.5509126395434185
504,CC(=O)C=[O+][N-]C(C)=O,1.0653719,8.920768768181818,4.853529504245683,-53.972603,-40.49093468181818,11.598514898412134
505,CNC(=O)C(=[O+][C-](C(C)=O)c1ccccc1)C(C)=O,10.869824,17.728410428571433,3.8472456009231535,-49.500843,-32.48560657142856,7.683169229109578
506,CNC(=O)C(=[O+][CH-]C#N)C(=O)NC,3.8146164,8.976278152173913,5.717672786601093,-62.230083,-44.93398952173914,13.491478443056343
507,CNC(=O)C(C#N)=[NH+][C-](C(=O)NC)c1ccccc1,20.574448,27.095465149999995,4.134443740642801,-24.257816,-9.189380540600002,7.096672644472368
508,CC=[N+](C)[C-](C(C)=O)C(=O)OC,19.866821,29.603210949999998,5.570095719594436,-19.63182,-6.120658371999999,5.5573942260575775
509,CNC(=O)[CH-][N+](C)=C(C#N)C(C)=O,15.096105,23.053494119047617,4.644870574345102,-28.277832,-14.906452200000004,6.113355470217895
510,COC(=O)[C-](C#N)[N+](C)=Cc1ccccc1,13.465198,24.022992190476188,4.670520983244103,-25.193779,-12.037678004761906,6.046312393546641
511,CC(=O)C=[N+](C)[NH-],15.396464,25.130481428571432,3.5198781714528784,-20.075058,-10.070628704761905,4.974969222329639
512,COC(=O)C(C#N)=[NH+][C-](C)C(=O)OC,15.588837,24.34677666666667,4.089875034477659,-23.286621,-8.76670008238095,6.75806242358371
513,CNC(=O)C(C(C)=O)=[N+](C)[CH-]C#N,13.8199415,23.654608500000002,4.773259896587667,-32.510788,-17.924212457142854,6.694153302914605
514,COC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)C(=O)OC,22.454754,31.678368500000005,5.508555385200146,-27.731274,-10.479681170000003,7.601868226289743
515,CC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)c1ccccc1,10.13971,22.260433047619046,4.49099830432056,-43.36652,-23.909093666666667,8.536778616273512
516,CC(=O)[C-]([O+]=CC#N)c1ccccc1,3.1672335,10.76054246521739,6.697432276293015,-56.68418,-39.11263453043478,14.208354802788213
517,CNC(=O)[CH-][N+](C)=C(C#N)C(=O)NC,11.558855,21.335123666666668,4.163899677252939,-34.082664,-20.48358242857143,6.0069072469915215
518,CNC(=O)C(=[NH+][NH-])C(=O)OC,17.820578,24.536258761904758,3.282314431060603,-22.721312,-9.393837483333336,6.380175953496305
519,CNC(=O)[C-](C)[N+](C)=C(C)C#N,7.9465246,22.790306028571433,5.173191932076714,-40.450523,-24.822984380952377,6.770578790414645
520,CNC(=O)C(=[O+][C-](C#N)C(=O)NC)C(=O)NC,4.695983,10.134065247826086,6.569243039776933,-59.1101,-40.19875294782607,14.651517247646218
521,COC(=O)[CH-][N+](C)=C(C)C(C)=O,11.222353,23.872533761904762,4.477334077348438,-33.371235,-18.96338957142857,6.149012961428286
522,CC(=O)C(C)=[N+](C)[C-](c1ccccc1)c1ccccc1,26.500662,39.70450957894737,5.867284392757269,-25.09476,-9.163530177894735,6.926541665693835
523,CC(=O)[N-][NH+]=Nc1ccccc1,25.048048,32.56689877777778,2.9241772866140243,-14.694992,-3.2008817338888886,4.288877729995424
524,COC(=O)[N-][N+](C)=C(C)C(=O)OC,18.419933,26.091771904761902,3.875500472523954,-27.500668,-11.081040152857142,6.962632863748268
525,COC(=O)C(C)=[O+][C-](C(C)=O)c1ccccc1,5.21316,13.455922428571428,3.097080719594023,-55.00007,-38.89085733333334,6.827826517603822
526,CC=[N+](C)[CH-]C(=O)OC,4.3983297,18.627139890476187,5.282647138201216,-32.506607,-20.343637190476187,5.231667656352586
527,CNC(=O)C(=[NH+][C-](C#N)C(C)=O)C(=O)NC,19.52303,26.597651761904764,4.393468676974878,-24.316942,-8.898742786190475,7.0791289651954195
528,C[C-](C)[N+](C)=CC#N,4.951516,21.058754,5.9430466156549535,-31.312017,-17.966688,5.692507631905969
529,CNC(=O)[CH-][NH+]=C(C(=O)OC)c1ccccc1,7.6255736,21.49325540952381,5.121840138295818,-27.685078,-12.652938433333334,6.313709583704717
530,CNC(=O)C(=[NH+][C-](C(=O)OC)C(=O)OC)c1ccccc1,18.991905,28.961536105263164,5.184683947410112,-24.927372,-8.606367886842106,6.618502570438291
531,C[N-][O+]=CC(=O)NC,4.3225417,12.095200723809524,4.5594401953257995,-58.204277,-42.937249495238106,11.760390079378258
532,C[CH-][O+]=C(C(=O)OC)C(=O)OC,7.537497,13.39806110952381,3.125820309240664,-49.771797,-34.54963985714286,6.502757917993991
533,COC(=O)[C-]([NH+]=C(C(C)=O)c1ccccc1)C(=O)OC,18.809643,27.967632210526315,5.000551463376043,-23.096039,-7.132825284210526,6.723111967464645
534,COC(=O)C(=[O+][C-](C(=O)OC)C(=O)OC)C(C)=O,5.467065,11.019341666666666,3.2262168089576115,-56.565605,-40.471554047619044,7.375985713801549
535,COC(=O)C(C(C)=O)=[N+](C)[CH-]c1ccccc1,20.644604,31.201592499999997,6.261823767917513,-23.712301,-8.883394235,6.422592096166077
536,COC(=O)C(=[O+][C-](C)C#N)C(=O)OC,4.4603357,9.19716811904762,2.7339109168419813,-58.63096,-43.38750414285714,6.838037214296199
537,C[CH-][NH+]=C(c1ccccc1)c1ccccc1,-1.5157986,14.548394,6.16397056699183,-33.193356,-18.37948091904762,6.034473553801567
538,CNC(=O)[C-]([O+]=C(C(C)=O)c1ccccc1)c1ccccc1,5.286697,14.508950904761909,3.320382125562507,-53.16448,-35.81186514285715,7.782381112524393
539,CC(=O)[N-][N+](C)=CC#N,17.64232,23.492243,3.058435486353047,-28.64585,-15.862916328571425,5.925454707627463
540,CC(=O)C=[O+][NH-],5.4062514,10.421107268181819,4.725843421922598,-56.13545,-43.59184318636363,11.245677182030837
541,COC(=O)C(C)=[N+](C)[C-](C#N)c1ccccc1,14.6543045,26.561174404761907,4.833570944433364,-34.47416,-18.467843119047615,7.610278971559385
542,CC(=O)C(C#N)=[NH+][CH-]C#N,12.766219,19.12308304761905,3.5504679884326444,-23.448227,-10.63778838857143,6.052589918361702
543,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(C)=O,26.172405,36.1692055,5.624784396608296,-29.087238,-11.624611605,7.871428844232593
544,CNC(=O)C(=[O+][C-](C)C(=O)OC)C(=O)NC,4.828286,13.665652991304349,7.107450314072366,-60.424236,-40.26380329565217,14.291562327339163
545,N=[O+][N-]c1ccccc1,6.188216,12.127442714285714,2.7340299100067678,-48.97616,-36.42239104761905,6.2220375082064905
546,CNC(=O)C(=[NH+][N-]C(C)=O)C(=O)NC,22.350346,28.58558195238095,3.785689488202703,-23.370474,-7.789177547619048,7.031785570061557
547,C[CH-][N+](C)=C(C(=O)OC)c1ccccc1,7.500398,22.831187142857143,5.943079566534378,-31.218332,-16.236693819047616,6.231253466034869
548,CNC(=O)C(C#N)=[NH+][C-](C(C)=O)C(C)=O,18.9067,24.716046095238102,3.9800505050195896,-24.019764,-9.573021485714284,7.0431015315285785
549,CNC(=O)C(=[NH+][C-](C)C(=O)OC)C(=O)NC,13.171928,25.450837047619046,4.60133874027372,-32.04513,-15.216318857142856,7.184858587457896
550,CN=[O+][O-],16.330128,19.04493314285715,1.7161642746587025,-37.01427,-26.230788428571433,5.378098194874491
551,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)C(C)=O,28.185923,38.22558984210527,5.827118619984507,-23.360926,-7.349895863157894,6.815475762374022
552,C=[O+][C-](C(=O)OC)C(=O)OC,3.2546668,9.995324173913044,7.133196460980817,-56.234703,-39.920929111739134,14.087834484580965
553,CNC(=O)[CH-][N+](C)=C(C(C)=O)c1ccccc1,11.367353,25.488080047619043,5.428948730827889,-32.39121,-17.08618547619047,6.667934745399977
