,dipole
1294,CNC(=O)[C-]([NH+]=C(C(C)=O)C(C)=O)C(=O)OC
1295,COC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)C(=O)OC
1296,CNC(=O)[CH-][N+](C)=C(c1ccccc1)c1ccccc1
1297,CC(=O)C=[N+](C)[C-](C(C)=O)c1ccccc1
1298,CNC(=O)[C-]([O+]=C(C#N)C(=O)OC)C(=O)OC
1299,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C(=O)OC)C(=O)OC
1300,CNC(=O)C=[NH+][C-](C#N)C#N
1301,CC(=O)C(=[NH+][C-](C)c1ccccc1)c1ccccc1
1302,CNC(=O)C(=[NH+][C-](C(=O)NC)C(=O)OC)c1ccccc1
1303,CNC(=O)[C-](C#N)[N+](C)=C(C)C(C)=O
1304,C[N-][NH+]=CC(=O)OC
1305,COC(=O)C(C#N)=[NH+][C-](C#N)c1ccccc1
1306,CC=[O+][C-](C(=O)NC)C(=O)OC
1307,COC(=O)C(=[O+][C-](C(=O)OC)C(=O)OC)C(=O)OC
1308,CNC(=O)C(=[O+][CH-]C(C)=O)C(=O)NC
1309,CNC(=O)[C-](C)[NH+]=C(C(C)=O)c1ccccc1
1310,COC(=O)C(C#N)=[NH+][C-](C)c1ccccc1
1311,COC(=O)C(=[O+][C-](C)c1ccccc1)C(=O)OC
1312,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(=O)NC)c1ccccc1
1313,CNC(=O)C=[N+](C)[CH-]C(=O)OC
1314,COC(=O)C=[N+](C)[C-](C)c1ccccc1
1315,C[N+]([CH-]C#N)=C(c1ccccc1)c1ccccc1
1316,CNC(=O)[C-](C#N)[NH+]=C(c1ccccc1)c1ccccc1
1317,CC=[NH+][C-](C)C#N
1318,CC=[NH+][C-](C#N)C(=O)OC
1319,CC(=O)C(C#N)=[NH+][C-](C)c1ccccc1
1320,COC(=O)[C-](C(C)=O)[N+](C)=CC(C)=O
1321,CC(=O)C(=[NH+][C-](C#N)C(C)=O)c1ccccc1
1322,COC(=O)[C-]([NH+]=Cc1ccccc1)C(C)=O
1323,C=[O+][CH-]C(=O)NC
1324,CNC(=O)C(C(=O)NC)=[N+](C)[NH-]
1325,CNC(=O)[C-](C#N)[N+](C)=C(C(C)=O)C(C)=O
1326,C[C-](C#N)[O+]=C(C#N)C#N
1327,C[C-](C#N)[O+]=C(c1ccccc1)c1ccccc1
1328,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)c1ccccc1
1329,CNC(=O)[C-](C(=O)NC)[N+](C)=CC(=O)OC
1330,CNC(=O)C(C)=[N+](C)[C-](C)C#N
1331,[CH2-][N+](C)=C(C(=O)OC)c1ccccc1
1332,COC(=O)C=[O+][N-]C(=O)OC
1333,CNC(=O)C=[N+](C)[O-]
1334,CNC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C(C)=O
1335,CNC(=O)[C-](C#N)[N+](C)=CC(C)=O
1336,COC(=O)[C-](C)[NH+]=C(C)C
1337,C=[N+](C)[C-](C#N)C(=O)OC
1338,C[C-](C)[NH+]=Cc1ccccc1
1339,COC(=O)C(C#N)=[O+][C-](C(C)=O)C(C)=O
1340,COC(=O)[C-]([O+]=C(C)c1ccccc1)C(=O)OC
1341,CNC(=O)[N-][O+]=C(C(=O)OC)C(=O)OC
1342,COC(=O)C(=[O+][CH-]C(C)=O)C(C)=O
1343,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)C(=O)OC
1344,CC=[N+](C)[C-](C)C
1345,COC(=O)C(=[O+][C-](C)C#N)C(C)=O
1346,CNC(=O)[CH-][N+](C)=C(C#N)C(=O)OC
1347,COC(=O)C=[O+][C-](C(C)=O)c1ccccc1
1348,CC(=O)[CH-][N+](C)=C(C#N)C#N
1349,C[C-](C#N)[O+]=Cc1ccccc1
1350,CC(=O)C(=[O+][C-](C)C)c1ccccc1
1351,CC(=O)[C-](C)[N+](C)=C(C#N)C#N
1352,N#C[CH-][O+]=C(C#N)c1ccccc1
1353,[CH2-][NH+]=CC(=O)NC
1354,N#C[CH-][O+]=Cc1ccccc1
1355,CC(=O)C(C#N)=[O+][CH-]c1ccccc1
1356,CNC(=O)C(=[O+][C-](C#N)c1ccccc1)C(=O)NC
1357,C[N-][N+](C)=C(C(=O)NC)C(=O)NC
1358,CNC(=O)C(=[NH+][C-](C)C(=O)NC)C(C)=O
1359,[CH2-][O+]=C(C)C#N
1360,COC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(C)=O
1361,CC(=O)C(C#N)=[NH+][C-](C#N)C(C)=O
1362,CC(=O)C(c1ccccc1)=[N+](C)[N-]C#N
1363,COC(=O)[N-][N+](C)=C(C(=O)OC)c1ccccc1
1364,CC(=O)C(=[NH+][NH-])C(C)=O
1365,CNC(=O)C(C)=[O+][O-]
1366,CNC(=O)C(=[O+][CH-]c1ccccc1)C(C)=O
1367,N#CC=[O+][N-]c1ccccc1
1368,C[N-][O+]=NC#N
1369,CNC(=O)C(C)=[NH+][N-]C#N
1370,C[N-][O+]=C(C#N)C#N
1371,CNC(=O)C(C)=[NH+][C-](C#N)C(C)=O
1372,COC(=O)C=[NH+][C-](C(C)=O)C(C)=O
1373,CC(C#N)=[NH+][CH-]C#N
1374,COC(=O)[N-][O+]=C(C#N)C(C)=O
1375,CNC(=O)[CH-][NH+]=C(C(=O)OC)C(=O)OC
1376,CC(=O)[CH-][O+]=CC#N
1377,CNC(=O)C(=[NH+][CH-]c1ccccc1)C(C)=O
1378,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(C)=O)C(=O)OC
1379,CC(=[O+][C-](C)C#N)c1ccccc1
1380,COC(=O)[N-][NH+]=C(C(C)=O)C(C)=O
1381,C[N+]([O-])=C(C#N)c1ccccc1
1382,CC=[N+](C)[C-](C)c1ccccc1
1383,CNC(=O)[C-](C)[O+]=C(C)C(C)=O
1384,COC(=O)[C-](C)[O+]=CC(C)=O
1385,COC(=O)[CH-][N+](C)=C(C(=O)OC)c1ccccc1
1386,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
1387,COC(=O)C(C(=O)OC)=[N+](C)[N-]C(C)=O
1388,CC=[NH+][N-]C
1389,CNC(=O)C(=[NH+][NH-])c1ccccc1
1390,CC(=O)[C-](C#N)[N+](C)=C(C)C
1391,C[CH-][N+](C)=C(C#N)C(=O)NC
1392,C[C-]([O+]=Cc1ccccc1)c1ccccc1
1393,CN=[NH+][N-]C(=O)OC
1394,CNC(=O)[C-](C#N)[N+](C)=C(C)c1ccccc1
1395,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C(C)=O
1396,CNC(=O)[C-](C#N)[NH+]=C(C)C#N
1397,CNC(=O)C(=[O+][C-](C(=O)OC)C(=O)OC)C(=O)NC
1398,COC(=O)C(C(=O)OC)=[N+](C)[NH-]
1399,C=[N+](C)[C-](C)C#N
1400,C=[NH+][CH-]C(=O)NC
1401,C[C-](C)[O+]=C(C#N)c1ccccc1
1402,COC(=O)C(C#N)=[NH+][CH-]c1ccccc1
1403,[CH2-][O+]=C(C#N)c1ccccc1
1404,COC(=O)C(C(C)=O)=[N+](C)[C-](C#N)C#N
1405,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C(=O)OC)c1ccccc1
1406,COC(=O)[CH-][N+](C)=C(C#N)C(C)=O
1407,CNC(=O)C(=[NH+][C-](C#N)C(=O)OC)c1ccccc1
1408,N#CC(=[O+][NH-])c1ccccc1
1409,CC(c1ccccc1)=[N+](C)[C-](c1ccccc1)c1ccccc1
1410,CC(C#N)=[O+][C-](C#N)c1ccccc1
1411,COC(=O)C(C#N)=[NH+][C-](C#N)C(=O)OC
1412,COC(=O)C=[NH+][C-](C(=O)OC)C(=O)OC
1413,CC(=O)C=[N+](C)[C-](C)C#N
1414,COC(=O)[N-][N+](C)=NC(C)=O
1415,COC(=O)C=[N+](C)[O-]
1416,CNC(=O)C(=[NH+][NH-])C(C)=O
1417,N#CC(=[O+][N-]c1ccccc1)c1ccccc1
1418,CC(C)=[N+](C)[C-](C#N)C#N
1419,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(=O)OC
1420,CNC(=O)C(=[O+][C-](C)C#N)C(=O)OC
1421,CC(=O)C(=[O+][C-](C#N)C(C)=O)c1ccccc1
1422,CNC(=O)C(C(=O)OC)=[N+](C)[N-]C(C)=O
1423,CNC(=O)C(=[O+][C-](C)c1ccccc1)C(=O)NC
1424,CNC(=O)[C-]([O+]=C(C(C)=O)C(C)=O)c1ccccc1
1425,C=[N+](C)[C-](C(=O)OC)C(=O)OC
1426,[CH2-][NH+]=C(C)C
1427,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(=O)NC)C(=O)NC
1428,COC(=O)[C-]([O+]=C(C#N)c1ccccc1)C(=O)OC
1429,CNC(=O)[C-](C(C)=O)[N+](C)=C(C)C(=O)OC
1430,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)C(=O)OC
1431,CNC(=O)C(C(=O)NC)=[N+](C)[C-](c1ccccc1)c1ccccc1
1432,CNC(=O)C(C(=O)NC)=[N+](C)[N-]c1ccccc1
1433,C[C-]([NH+]=C(c1ccccc1)c1ccccc1)c1ccccc1
1434,N#CC(C#N)=[NH+][CH-]c1ccccc1
1435,COC(=O)C=[N+](C)[C-](C(C)=O)c1ccccc1
1436,CC(=O)C(C#N)=[O+][C-](C#N)C(C)=O
1437,CNC(=O)[N-][N+](C)=C(C(C)=O)C(=O)NC
1438,CC(=O)[N-][O+]=C(C#N)c1ccccc1
1439,C=[O+][C-](C)C
1440,CNC(=O)[CH-][O+]=CC(=O)OC
1441,[CH2-][N+](C)=C(C(=O)NC)c1ccccc1
1442,COC(=O)C=[O+][C-](C(C)=O)C(C)=O
1443,COC(=O)C(C#N)=[N+](C)[N-]C(C)=O
1444,CC(=O)C(c1ccccc1)=[N+](C)[C-](C)c1ccccc1
1445,CNC(=O)[C-](C#N)[N+](C)=CC#N
1446,CNC(=O)C(=[NH+][C-](C(=O)NC)c1ccccc1)c1ccccc1
1447,CNC(=O)C(=[O+][C-](C)C)C(C)=O
1448,COC(=O)[C-]([O+]=Cc1ccccc1)C(=O)OC
1449,COC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)OC)C(=O)OC
1450,CC(=O)C(C)=[N+](C)[C-](C)c1ccccc1
1451,COC(=O)[C-](C)[NH+]=C(C#N)c1ccccc1
1452,CC(=O)C(=[O+][O-])c1ccccc1
1453,CN=[N+](C)[NH-]
1454,CNC(=O)[C-](C(C)=O)[N+](C)=C(C#N)C#N
1455,CC(=O)C(C#N)=[N+](C)[N-]C#N
1456,COC(=O)C(C)=[NH+][C-](C)C#N
1457,CC(=O)[C-]([O+]=C(C)C)c1ccccc1
1458,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)NC)c1ccccc1
1459,CNC(=O)[C-](C#N)[O+]=CC(=O)OC
1460,CNC(=O)C(=[NH+][C-](C)c1ccccc1)c1ccccc1
1461,CNC(=O)C(C#N)=[O+][N-]C(C)=O
1462,CNC(=O)[C-](C)[O+]=C(C#N)C(C)=O
1463,CNC(=O)C(C#N)=[N+](C)[C-](C#N)C(C)=O
1464,C[N-][NH+]=C(C(C)=O)C(C)=O
1465,CNC(=O)C(=[NH+][N-]c1ccccc1)c1ccccc1
1466,CNC(=O)C(=[NH+][N-]C(=O)OC)C(=O)OC
1467,CNC(=O)[CH-][NH+]=C(C#N)C(=O)NC
1468,COC(=O)C(=[NH+][NH-])c1ccccc1
1469,COC(=O)C(C)=[O+][C-](C)C#N
1470,CNC(=O)[C-]([O+]=C(C)c1ccccc1)c1ccccc1
1471,CNC(=O)C=[NH+][C-](C)C(C)=O
1472,C[N-][O+]=C(C(C)=O)C(=O)OC
1473,CNC(=O)C=[O+][C-](C)C(=O)NC
1474,CNC(=O)C(C#N)=[NH+][N-]C(C)=O
1475,C[C-](C#N)[NH+]=C(c1ccccc1)c1ccccc1
1476,CNC(=O)C(C)=[NH+][C-](C)C(C)=O
1477,CNC(=O)C(C)=[N+](C)[CH-]C(=O)OC
1478,CNC(=O)[C-]([NH+]=C(C(C)=O)C(=O)OC)c1ccccc1
1479,C[N-][NH+]=C(C(C)=O)C(=O)OC
1480,CC(C)=[NH+][C-](C)c1ccccc1
1481,CNC(=O)[C-]([O+]=CC#N)c1ccccc1
1482,CC=[NH+][N-]C#N
1483,COC(=O)[C-](C#N)[O+]=C(C(C)=O)C(C)=O
1484,COC(=O)C(C#N)=[NH+][CH-]C(C)=O
1485,CNC(=O)[N-][NH+]=N
1486,CNC(=O)[C-](C#N)[NH+]=C(C#N)C(C)=O
1487,COC(=O)C(C#N)=[NH+][N-]c1ccccc1
1488,COC(=O)C(C#N)=[O+][N-]c1ccccc1
1489,CC=[O+][C-](C#N)C(=O)OC
1490,CC(=O)C(=[NH+][C-](C(C)=O)C(C)=O)c1ccccc1
1491,CNC(=O)[CH-][N+](C)=C(C(=O)NC)C(=O)OC
1492,COC(=O)C(=[NH+][C-](C#N)C(C)=O)C(C)=O
1493,COC(=O)[N-][N+](C)=C(C)C(C)=O
1494,CC(=O)C(C)=[NH+][C-](C#N)C#N
1495,c1ccc([N-][NH+]=C(c2ccccc2)c2ccccc2)cc1
1496,COC(=O)[CH-][O+]=C(C#N)C(C)=O
1497,CC(=O)[C-](C)[N+](C)=CC#N
1498,COC(=O)C(C#N)=[N+](C)[C-](C(=O)OC)C(=O)OC
1499,CNC(=O)C(C)=[N+](C)[NH-]
1500,CC=[O+][C-](C(C)=O)C(=O)OC
1501,CC=[NH+][NH-]
1502,COC(=O)C(C(=O)OC)=[N+](C)[N-]c1ccccc1
1503,CC(=O)C(C(C)=O)=[N+](C)[C-](c1ccccc1)c1ccccc1
1504,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)C(=O)NC
1505,CC(=[NH+][N-]c1ccccc1)c1ccccc1
1506,CNC(=O)[C-]([O+]=C(C#N)C(C)=O)C(=O)NC
1507,CNC(=O)[CH-][O+]=C(C(C)=O)C(=O)OC
1508,COC(=O)[CH-][O+]=C(C(C)=O)C(C)=O
1509,CNC(=O)C(=[NH+][C-](C)C#N)C(=O)OC
1510,CC=[NH+][C-](C)C(=O)NC
1511,COC(=O)C(=[NH+][C-](C#N)C(=O)OC)C(C)=O
1512,[CH2-][O+]=CC(=O)OC
1513,CC(=O)[C-]([NH+]=C(C)c1ccccc1)C(C)=O
1514,CNC(=O)[C-](C)[O+]=C(C(C)=O)c1ccccc1
1515,C[N-][N+](C)=C(C)C#N
1516,CNC(=O)[N-][N+](C)=C(C(C)=O)C(=O)OC
1517,CNC(=O)[C-]([NH+]=C(C#N)C#N)C(C)=O
1518,CC(C#N)=[NH+][C-](C#N)C#N
1519,CNC(=O)[CH-][NH+]=C(C(C)=O)C(=O)NC
1520,COC(=O)[N-][NH+]=C(C#N)C(C)=O
1521,COC(=O)[C-](C)[NH+]=CC#N
1522,CNC(=O)[C-](C#N)[O+]=CC#N
1523,C=[O+][C-](C(=O)NC)C(=O)OC
1524,CNC(=O)C(=[O+][N-]C#N)C(=O)NC
1525,CC(C#N)=[NH+][N-]c1ccccc1
1526,CNC(=O)[C-](c1ccccc1)[N+](C)=CC(C)=O
1527,CC(=O)[C-]([NH+]=C(C#N)C#N)c1ccccc1
1528,C(=[O+][N-]c1ccccc1)c1ccccc1
1529,COC(=O)[CH-][NH+]=C(C(=O)OC)c1ccccc1
1530,CNC(=O)[C-](C)[NH+]=C(C)c1ccccc1
1531,CC(=O)[C-]([O+]=C(C#N)c1ccccc1)C(C)=O
1532,[O-][O+]=C(c1ccccc1)c1ccccc1
1533,COC(=O)C(=[O+][C-](C(=O)OC)c1ccccc1)C(=O)OC
1534,CNC(=O)[N-][O+]=C(C)C#N
1535,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C)c1ccccc1
1536,COC(=O)C(c1ccccc1)=[N+](C)[CH-]C#N
1537,CNC(=O)C=[NH+][C-](C(=O)OC)c1ccccc1
1538,CNC(=O)C(=[NH+][C-](C)C(=O)NC)c1ccccc1
1539,CC(C#N)=[O+][C-](C)c1ccccc1
1540,COC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)C(=O)OC
1541,C[N-][O+]=C(C(C)=O)c1ccccc1
1542,CNC(=O)[CH-][NH+]=C(C(C)=O)C(C)=O
1543,CC(=O)C=[NH+][CH-]C(C)=O
1544,CC(=O)C(C#N)=[O+][C-](C)C
1545,N#CC=[O+][C-](c1ccccc1)c1ccccc1
1546,CNC(=O)C(C)=[O+][CH-]C(C)=O
1547,CNC(=O)[N-][O+]=NC#N
1548,N#CC(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
1549,CNC(=O)C(=[O+][C-](C(C)=O)C(=O)NC)C(=O)NC
1550,COC(=O)C(C(=O)OC)=[N+](C)[CH-]C#N
1551,CNC(=O)[C-]([NH+]=C(C(C)=O)c1ccccc1)c1ccccc1
1552,CNC(=O)N=[N+](C)[N-]C(=O)NC
1553,CNC(=O)[N-][N+](C)=C(C(=O)OC)c1ccccc1
1554,COC(=O)C(=[O+][C-](C#N)c1ccccc1)C(=O)OC
1555,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C(C)=O)C(C)=O
1556,CNC(=O)C=[O+][C-](C)c1ccccc1
1557,C[N+]([N-]c1ccccc1)=C(C#N)c1ccccc1
1558,CNC(=O)C(=[O+][O-])C(=O)NC
1559,CNC(=O)C(=[O+][CH-]C(=O)OC)C(C)=O
1560,CNC(=O)C(=[NH+][C-](C)c1ccccc1)C(=O)NC
1561,CNC(=O)C(=[NH+][O-])C(C)=O
1562,CNC(=O)C(C(C)=O)=[N+](C)[CH-]c1ccccc1
1563,C[N-][NH+]=C(C(C)=O)c1ccccc1
1564,CNC(=O)[N-][N+](C)=C(C(C)=O)c1ccccc1
1565,C[N-][NH+]=C(C)c1ccccc1
1566,CC(=O)[C-]([O+]=C(C)C#N)C(C)=O
1567,CC(=O)C(=[O+][C-](C#N)C#N)C(C)=O
1568,COC(=O)C=[N+](C)[C-](C(C)=O)C(C)=O
1569,C[N-][NH+]=C(c1ccccc1)c1ccccc1
1570,CC(=O)C(C#N)=[NH+][C-](C#N)c1ccccc1
1571,CC(C#N)=[N+](C)[C-](C#N)C#N
1572,[CH2-][NH+]=CC(C)=O
1573,COC(=O)C(=[NH+][O-])C(C)=O
1574,CNC(=O)[CH-][NH+]=C(C(=O)NC)c1ccccc1
1575,COC(=O)C(C#N)=[N+](C)[C-](C)C#N
1576,CNC(=O)[C-]([O+]=Cc1ccccc1)c1ccccc1
1577,CNC(=O)C(C(=O)OC)=[N+](C)[CH-]C(C)=O
1578,CNC(=O)C(=[NH+][C-](C(=O)NC)c1ccccc1)C(=O)NC
1579,COC(=O)C(C)=[N+](C)[C-](C(C)=O)C(C)=O
1580,CC(C#N)=[NH+][O-]
1581,CNC(=O)[C-]([NH+]=C(C(C)=O)c1ccccc1)C(C)=O
1582,COC(=O)[C-]([O+]=C(C)C)c1ccccc1
1583,COC(=O)[C-]([O+]=C(C)C#N)C(C)=O
1584,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)C
1585,CNC(=O)C=[O+][C-](c1ccccc1)c1ccccc1
1586,COC(=O)[C-]([NH+]=C(C(C)=O)C(C)=O)c1ccccc1
1587,COC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(=O)OC
1588,CNC(=O)[C-](C)[NH+]=C(C#N)C#N
1589,CNC(=O)[CH-][O+]=C(C#N)C(C)=O
1590,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C)C#N
1591,CNC(=O)[N-][N+](C)=C(C)C#N
1592,CC(=O)C(=[NH+][C-](C#N)C(C)=O)C(C)=O
1593,CNC(=O)C(C#N)=[N+](C)[CH-]c1ccccc1
1594,CC(=O)C(C#N)=[NH+][NH-]
1595,CNC(=O)[N-][NH+]=NC#N
1596,CC(=O)C(C)=[O+][C-](C)C#N
1597,CC(C)=[NH+][C-](C#N)c1ccccc1
1598,COC(=O)C(C#N)=[N+](C)[CH-]C#N
1599,CC(=O)C(=[O+][N-]c1ccccc1)C(C)=O
1600,CC=[O+][CH-]C(=O)OC
1601,[CH2-][O+]=C(C)C(=O)OC
1602,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C)C(C)=O
1603,CC(=O)[C-](C#N)[NH+]=C(C)C
1604,CNC(=O)C(C#N)=[NH+][CH-]C(C)=O
1605,CNC(=O)[CH-][N+](C)=C(C(C)=O)C(=O)NC
1606,COC(=O)C(=[O+][CH-]c1ccccc1)c1ccccc1
1607,COC(=O)C(C(=O)OC)=[N+](C)[CH-]c1ccccc1
1608,CNC(=O)C(=[NH+][C-](C(C)=O)C(=O)NC)C(=O)OC
1609,CNC(=O)[C-]([NH+]=C(C)c1ccccc1)C(C)=O
1610,CNC(=O)[CH-][NH+]=CC#N
1611,CNC(=O)C(=[O+][NH-])C(=O)OC
1612,CNC(=O)C=[N+](C)[C-](C(=O)NC)C(=O)OC
1613,[CH2-][N+](C)=C(C(=O)NC)C(=O)OC
1614,CNC(=O)C=[NH+][C-](C#N)C(C)=O
1615,CC(=O)C(c1ccccc1)=[N+](C)[CH-]c1ccccc1
1616,COC(=O)C(=[O+][C-](C#N)c1ccccc1)C(C)=O
1617,CNC(=O)C(C)=[N+](C)[C-](C#N)c1ccccc1
1618,CC=[N+](C)[C-](C)C(=O)OC
1619,CN=[O+][N-]C(=O)OC
1620,C=[O+][C-](C(=O)OC)c1ccccc1
1621,CNC(=O)C(=[O+][C-](C(=O)OC)c1ccccc1)C(C)=O
1622,CNC(=O)[C-]([NH+]=C(C)C#N)c1ccccc1
1623,CC(=O)C(C)=[NH+][C-](C#N)c1ccccc1
1624,CNC(=O)C(c1ccccc1)=[N+](C)[CH-]C#N
1625,C[C-](C#N)[O+]=CC#N
1626,CC(=O)[N-][NH+]=Cc1ccccc1
1627,CNC(=O)C(=[O+][CH-]C(=O)OC)C(=O)OC
1628,CNC(=O)[N-][O+]=C(C#N)C#N
1629,CC(=O)C(=[O+][N-]C#N)C(C)=O
1630,CNC(=O)N=[O+][N-]C(C)=O
1631,CC(=O)C=[N+](C)[C-](C)c1ccccc1
1632,COC(=O)C(=[NH+][O-])C(=O)OC
1633,CC=[N+](C)[C-](C)C(=O)NC
1634,COC(=O)C(C(C)=O)=[N+](C)[O-]
1635,CNC(=O)N=[NH+][N-]c1ccccc1
1636,C[N-][O+]=C(c1ccccc1)c1ccccc1
1637,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C)C(=O)OC
1638,CC(=O)C=[O+][CH-]C(C)=O
1639,CNC(=O)C(C(C)=O)=[N+](C)[CH-]C(C)=O
1640,C[N-][N+](C)=C(C)C
1641,C[CH-][NH+]=C(C(C)=O)C(C)=O
1642,CC(=O)C=[NH+][C-](C#N)C(C)=O
1643,C[CH-][NH+]=Cc1ccccc1
1644,CNC(=O)[N-][O+]=C(C)C
1645,CNC(=O)[N-][O+]=Nc1ccccc1
1646,CC(=[O+][N-]C#N)c1ccccc1
1647,CNC(=O)C(=[NH+][C-](C)c1ccccc1)C(C)=O
1648,COC(=O)C=[N+](C)[CH-]C#N
1649,N#CC(C#N)=[O+][C-](c1ccccc1)c1ccccc1
1650,CNC(=O)C=[N+](C)[C-](C(C)=O)c1ccccc1
1651,COC(=O)[C-]([NH+]=C(C(C)=O)C(C)=O)C(=O)OC
1652,COC(=O)C(C#N)=[N+](C)[C-](C(C)=O)C(C)=O
1653,CNC(=O)[C-]([NH+]=C(C#N)C(=O)OC)C(=O)OC
1654,COC(=O)C(=[O+][C-](C(C)=O)C(C)=O)C(C)=O
1655,C[N+]([N-]C#N)=C(C#N)c1ccccc1
1656,COC(=O)C(C#N)=[O+][C-](C(C)=O)c1ccccc1
1657,CC(=O)C(=[NH+][C-](C(C)=O)c1ccccc1)C(C)=O
1658,COC(=O)C=[O+][CH-]C#N
1659,CNC(=O)[C-](C(C)=O)[N+](C)=C(C#N)c1ccccc1
1660,CNC(=O)N=[N+](C)[O-]
1661,CNC(=O)C(C)=[NH+][CH-]c1ccccc1
1662,CC(C)=[N+](C)[C-](C)C
1663,C[CH-][O+]=C(C)C(=O)NC
1664,CC=[O+][C-](C(C)=O)c1ccccc1
1665,C[N-][O+]=C(C)C
1666,CC(=O)C(C)=[N+](C)[C-](C#N)C#N
1667,COC(=O)C(C)=[N+](C)[C-](c1ccccc1)c1ccccc1
1668,CNC(=O)C(C#N)=[NH+][C-](C#N)C#N
1669,CNC(=O)[C-]([NH+]=C(C#N)c1ccccc1)C(C)=O
1670,CNC(=O)C(=[O+][CH-]C#N)C(C)=O
1671,COC(=O)C(C#N)=[NH+][C-](C(C)=O)C(C)=O
1672,CNC(=O)[C-]([O+]=C(C)c1ccccc1)C(=O)NC
1673,CNC(=O)[C-](c1ccccc1)[N+](C)=CC#N
1674,CC(=O)[C-](C)[N+](C)=Cc1ccccc1
1675,C[C-](C)[O+]=C(c1ccccc1)c1ccccc1
1676,COC(=O)[C-](C)[N+](C)=C(C#N)c1ccccc1
1677,CC(C#N)=[N+](C)[O-]
1678,CC(=O)[C-](C)[NH+]=C(C#N)C#N
1679,C[N-][NH+]=Nc1ccccc1
1680,CNC(=O)[CH-][NH+]=CC(C)=O
1681,CNC(=O)[C-](C)[N+](C)=CC#N
1682,CNC(=O)C(=[NH+][C-](C#N)C(=O)OC)C(=O)NC
1683,COC(=O)C(=[NH+][O-])c1ccccc1
1684,CNC(=O)C(C#N)=[O+][C-](c1ccccc1)c1ccccc1
1685,CNC(=O)C(C#N)=[O+][C-](C)C(C)=O
1686,CC(=O)[C-](C(C)=O)[N+](C)=C(C)C
1687,CNC(=O)[C-]([NH+]=C(C)c1ccccc1)C(=O)OC
1688,COC(=O)C(=[NH+][C-](C(C)=O)c1ccccc1)c1ccccc1
1689,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)C
1690,COC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)C(C)=O
1691,CNC(=O)[C-](C#N)[O+]=C(C#N)C(=O)OC
1692,CC(=O)[C-](C)[NH+]=C(C)c1ccccc1
1693,COC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(C)=O
1694,COC(=O)C(C(C)=O)=[N+](C)[NH-]
1695,CNC(=O)N=[NH+][N-]C#N
1696,COC(=O)[C-](C#N)[O+]=C(c1ccccc1)c1ccccc1
1697,C=[N+](C)[C-](c1ccccc1)c1ccccc1
1698,CNC(=O)C(C#N)=[NH+][CH-]C#N
1699,CC(=O)[C-](C#N)[N+](C)=C(C)c1ccccc1
1700,C=[N+](C)[C-](C(=O)NC)C(=O)OC
1701,COC(=O)[C-](C#N)[N+](C)=C(C)C#N
1702,COC(=O)C(C)=[N+](C)[CH-]c1ccccc1
1703,CC(C)=[NH+][C-](c1ccccc1)c1ccccc1
1704,C[C-](C)[O+]=Cc1ccccc1
1705,CC(=O)[C-](c1ccccc1)[N+](C)=C(C)C#N
1706,C(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
1707,C[N+](=Cc1ccccc1)[C-](C#N)C#N
1708,C=[NH+][CH-]c1ccccc1
1709,CNC(=O)[C-]([NH+]=C(C(=O)OC)c1ccccc1)c1ccccc1
1710,CC=[N+](C)[C-](C#N)C(=O)NC
1711,C[N-][NH+]=C(C(C)=O)C(=O)NC
1712,CNC(=O)[C-]([NH+]=C(C)C(=O)OC)C(C)=O
1713,COC(=O)C(=[NH+][C-](C#N)C#N)c1ccccc1
1714,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(=O)OC)c1ccccc1
1715,CNC(=O)[C-](C#N)[O+]=C(C(=O)OC)c1ccccc1
