,dipole_smiles
53,[O-][NH+]=Nc1ccccc1
54,COC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)c1ccccc1
55,CNC(=O)[C-]([N+]#N)C(C)=O
56,CC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(C)=O
57,COC(=O)N=[NH+][O-]
58,COC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)OC)c1ccccc1
59,CC(=O)N=[N+](C)[O-]
60,CN=[N+](C)[N-]C(=O)OC
61,CNC(=O)[c-]1c(=O)on[n+]1C
62,CC(c1ccccc1)=[N+](C)[C-](C#N)C#N
63,COC(=O)[N-][N+](C)=Nc1ccccc1
64,CC(=O)C(C(C)=O)=[N+](C)[C-](C)c1ccccc1
65,[O-][NH+]=C(c1ccccc1)c1ccccc1
66,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C)c1ccccc1
67,CC(=O)[C-](C#N)[N+](C)=C(c1ccccc1)c1ccccc1
68,CC(=O)C(=[NH+][C-](C(C)=O)C(C)=O)c1ccccc1
69,CNC(=O)[C-](C(C)=O)[N+](C)=C(C)C(C)=O
70,CNC(=O)N=[NH+][O-]
71,CNC(=O)[C-](C#N)[N+](C)=C(c1ccccc1)c1ccccc1
72,CNC(=O)c1[nH+][n-]c(=O)o1
73,CNC(=O)C(C(C)=O)=[N+](C)[C-](c1ccccc1)c1ccccc1
74,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(=O)NC
75,CC(=O)C(C(C)=O)=[N+](C)[C-](c1ccccc1)c1ccccc1
76,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C)c1ccccc1
77,CNC(=O)N=[NH+][N-]C(=O)NC
78,CNC(=O)[C-](C(=O)NC)[N+](C)=C(c1ccccc1)c1ccccc1
79,CN=[NH+][O-]
80,COC(=O)[C-](C(=O)OC)[N+](C)=C(c1ccccc1)c1ccccc1
81,CNC(=O)[C-](C(=O)OC)[N+](C)=C(c1ccccc1)c1ccccc1
82,COC(=O)C(C(C)=O)=[N+](C)[C-](C)C(=O)OC
83,C[n+]1noc(=O)[c-]1-c1ccccc1
84,COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
85,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C)c1ccccc1
86,COC(=O)C(C#N)=[N+](C)[C-](C)c1ccccc1
87,CC(=O)C(c1ccccc1)=[N+](C)[C-](C)c1ccccc1
88,CC(=O)c1oc(=O)[n-][n+]1C
89,CC(=O)[c-]1[nH+]c(C)oc1=O
90,COC(=O)[C-](c1ccccc1)[N+](C)=C(c1ccccc1)c1ccccc1
91,CC(=O)C(C(C)=O)=[N+](C)[C-](C)C(C)=O
92,COC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C
93,CC(=O)[c-]1[nH+]noc1=O
94,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)c1ccccc1
95,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)c1ccccc1
96,COC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)C(C)=O
97,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)C(=O)OC
98,COC(=O)[C-](C(C)=O)[N+](C)=C(c1ccccc1)c1ccccc1
99,CN=[N+](C)[O-]
100,CNC(=O)N=[N+](C)[O-]
101,COC(=O)[C-](C(=O)OC)[N+](C)=C(C)C
102,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)C(C)=O
103,Cc1oc(=O)[c-](C#N)[n+]1C
104,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C)C
105,CNC(=O)[N-][NH+]=NC(=O)OC
106,CN=[NH+][N-]C(=O)OC
107,CNC(=O)[C-](C)[N+](C)=C(C(C)=O)C(C)=O
108,COC(=O)c1[nH+][n-]c(=O)o1
109,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)c1ccccc1
110,CC(=O)[C-](c1ccccc1)[N+](C)=C(C)c1ccccc1
111,COC(=O)C(C(C)=O)=[N+](C)[C-](C)C
112,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(=O)OC)c1ccccc1
113,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)C
114,CNC(=O)[N-][N+]#N
115,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)OC)c1ccccc1
116,C[N+](=C(c1ccccc1)c1ccccc1)[C-](C#N)C#N
117,CC(=O)[N-][N+](C)=N
118,CC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)c1ccccc1
119,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(=O)OC)C(=O)OC
120,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(C)=O
121,COC(=O)[N-][NH+]=Nc1ccccc1
122,CC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(C)=O
123,CC(=O)C(C#N)=[N+](C)[C-](C)C
124,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)C(C)=O
125,CNC(=O)C(C#N)=[N+](C)[C-](c1ccccc1)c1ccccc1
126,CNC(=O)C(C)=[N+](C)[C-](C(=O)OC)C(=O)OC
127,COC(=O)C(C(=O)OC)=[N+](C)[C-](c1ccccc1)c1ccccc1
128,COC(=O)[c-]1[nH+]c(-c2ccccc2)oc1=O
129,CNC(=O)[C-](C(=O)NC)[N+](C)=C(C(C)=O)C(C)=O
130,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C(C)=O)c1ccccc1
131,CN=[NH+][N-]C(C)=O
132,C[N+](=C(c1ccccc1)c1ccccc1)[C-](c1ccccc1)c1ccccc1
133,C[c-]1c(=O)on[n+]1C
134,CNC(=O)C(C(=O)OC)=[N+](C)[C-](c1ccccc1)c1ccccc1
135,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C#N)C(C)=O
136,CN=[N+](C)[N-]C#N
137,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C(=O)OC)C(=O)OC
138,COC(=O)[c-]1c(=O)on[n+]1C
139,CNC(=O)[N-][N+](C)=Nc1ccccc1
140,Cc1oc(=O)[n-][n+]1C
141,CNC(=O)C(C)=[N+](C)[C-](C(=O)NC)C(=O)OC
142,CC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(C)=O
143,CC(=O)[C-](c1ccccc1)[N+](C)=C(c1ccccc1)c1ccccc1
144,CNC(=O)[N-][NH+]=NC(C)=O
145,CNC(=O)C(C)=[N+](C)[C-](C(C)=O)C(=O)OC
146,COC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)C(C)=O
147,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)c1ccccc1
148,COC(=O)C(c1ccccc1)=[N+](C)[C-](c1ccccc1)c1ccccc1
149,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(=O)NC)C(=O)OC
150,COC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(C)=O
151,CC(=O)[C-]([NH+]=C(C)c1ccccc1)C(C)=O
152,COC(=O)[N-][N+](C)=N
153,CNC(=O)[C-](C#N)[N+](C)=C(C)c1ccccc1
154,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(=O)OC
155,COC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(=O)OC
156,CC(=O)C(C#N)=[NH+][C-](c1ccccc1)c1ccccc1
157,CC(=O)C(C#N)=[N+](C)[C-](c1ccccc1)c1ccccc1
158,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)C(C)=O
159,CNC(=O)C(C)=[N+](C)[C-](C(C)=O)C(C)=O
160,CNC(=O)[c-]1[nH+]noc1=O
161,COC(=O)[c-]1c(=O)oc(C)[n+]1C
162,COC(=O)[C-]([N+]#N)C(C)=O
163,COC(=O)C(C(C)=O)=[N+](C)[C-](C)c1ccccc1
164,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)C(=O)OC
165,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)NC)C(=O)NC
166,CNC(=O)[N-][NH+]=Nc1ccccc1
167,CC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)c1ccccc1
168,CC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)C(C)=O
169,C[N+](=C(c1ccccc1)c1ccccc1)[C-](C#N)c1ccccc1
170,C[N+]([O-])=C(c1ccccc1)c1ccccc1
171,CNC(=O)[C-]([N+]#N)C(=O)OC
172,CNC(=O)[C-](C)[N+](C)=C(C(C)=O)C(=O)OC
173,COC(=O)C(C(C)=O)=[N+](C)[C-](C(C)=O)C(C)=O
174,CNC(=O)[C-](C(C)=O)[N+](C)=C(C)C
175,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)c1ccccc1
176,CC(=O)C(c1ccccc1)=[N+](C)[C-](C#N)C(C)=O
177,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(C)=O)c1ccccc1
178,C[N+]([O-])=Nc1ccccc1
179,CNC(=O)C(C(C)=O)=[N+](C)[C-](C(=O)NC)c1ccccc1
180,CN=[N+](C)[N-]C(=O)NC
181,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(=O)OC)c1ccccc1
182,O=c1on[nH+][c-]1-c1ccccc1
183,CNC(=O)[C-](C)[N+](C)=C(C(=O)OC)C(=O)OC
184,CNC(=O)C(C(=O)NC)=[N+](C)[C-](c1ccccc1)c1ccccc1
185,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)C(=O)NC
186,C[N-][N+]#N
187,CNC(=O)[C-](C(C)=O)[N+](C)=C(c1ccccc1)c1ccccc1
188,N#C[c-]1[nH+]c(-c2ccccc2)oc1=O
189,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)C
190,COC(=O)[C-](C#N)[N+](C)=C(c1ccccc1)c1ccccc1
191,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C(C)=O)C(C)=O
192,CC(=O)[c-]1c(=O)on[n+]1C
193,COC(=O)C(C#N)=[N+](C)[C-](C)C
